subject	subject_label	object	object_label	ordo_id	ordo_id_label	preferred_object	preferred_object_label	preferred_edge_source	preferred_edge_source_label
MONDO:0008948	cerebrotendinous xanthomatosis	MONDO:0020143	cerebral lipidosis with dementia	Orphanet:909	None	MONDO:0020127	hereditary peripheral neuropathy	MONDO:0016133-obsoleted	None
MONDO:0008963	Chediak-Higashi syndrome	MONDO:0017305	syndromic oculocutaneous albinism	Orphanet:167	None	MONDO:0015134	constitutional neutropenia	MONDO:0018032-obsoleted	None
MONDO:0008963	Chediak-Higashi syndrome	MONDO:0017305	syndromic oculocutaneous albinism	Orphanet:167	None	MONDO:0015134	constitutional neutropenia	https://github.com/monarch-initiative/mondo/pull/2571/	None
MONDO:0008963	Chediak-Higashi syndrome	MONDO:0017305	syndromic oculocutaneous albinism	Orphanet:167	None	MONDO:0020127	hereditary peripheral neuropathy	MONDO:0016132-obsoleted	None
MONDO:0008963	Chediak-Higashi syndrome	MONDO:0017305	syndromic oculocutaneous albinism	Orphanet:167	None	MONDO:0024237	inherited neurodegenerative disorder	MONDO:Redundant	None
MONDO:0008966	Aagenaes syndrome	MONDO:0005154	liver disorder	Orphanet:1414	None	MONDO:0019175	primary lymphedema	MONDO:0018722-obsoleted	None
MONDO:0008966	Aagenaes syndrome	MONDO:0005154	liver disorder	Orphanet:1414	None	MONDO:0019175	primary lymphedema	https://github.com/monarch-initiative/mondo/pull/2571/	None
MONDO:0008966	Aagenaes syndrome	MONDO:0005154	liver disorder	Orphanet:1414/inferred	None	MONDO:0019175	primary lymphedema	MONDO:0018722-obsoleted	None
MONDO:0008966	Aagenaes syndrome	MONDO:0005154	liver disorder	Orphanet:1414/inferred	None	MONDO:0019175	primary lymphedema	https://github.com/monarch-initiative/mondo/pull/2571/	None
MONDO:0008966	Aagenaes syndrome	MONDO:0005154	liver disorder	Orphanet:1414	None	MONDO:0019520	syndromic lymphedema	MONDO:Redundant	None
MONDO:0008966	Aagenaes syndrome	MONDO:0005154	liver disorder	Orphanet:1414/inferred	None	MONDO:0019520	syndromic lymphedema	MONDO:Redundant	None
MONDO:0008980	ataxia-hypogonadism-choroidal dystrophy syndrome	MONDO:0100309	hereditary ataxia	Orphanet:1180	None	MONDO:0015770	congenital hypogonadotropic hypogonadism	MONDO:0015890-obsoleted	None
MONDO:0009019	congenital hereditary endothelial dystrophy of cornea	MONDO:0020214	posterior corneal dystrophy	Orphanet:293603	None	MONDO:0000766	corneal endothelial dystrophy	DOID:0060649	None
MONDO:0009026	Costello syndrome	MONDO:0020297	Noonan syndrome and Noonan-related syndrome	Orphanet:3071	None	MONDO:0000426	autosomal dominant disease	DOID:0050469	None
MONDO:0009026	Costello syndrome	MONDO:0020297	Noonan syndrome and Noonan-related syndrome	Orphanet:3071	None	MONDO:0000426	autosomal dominant disease	MONDO:Redundant	None
MONDO:0009043	generalized resistance to thyroid hormone	MONDO:0004425	hyperthyroidism	Orphanet:3221	None	MONDO:0001328	thyroid hormone resistance syndrome	MONDO:cjm	None
MONDO:0009043	generalized resistance to thyroid hormone	MONDO:0004425	hyperthyroidism	Orphanet:3221	None	MONDO:0001328	thyroid hormone resistance syndrome	PMID:8475937	None
MONDO:0009046	Fraser syndrome	MONDO:0020153	cryptophthalmia	Orphanet:2052	None	MONDO:0006025	autosomal recessive disease	DOID:0090001	None
MONDO:0009046	Fraser syndrome	MONDO:0020153	cryptophthalmia	Orphanet:2052	None	MONDO:0006025	autosomal recessive disease	MONDO:Redundant	None
MONDO:0009050	Cushing disease due to pituitary adenoma	MONDO:0020528	ACTH-dependent Cushing syndrome	Orphanet:96253	None	MONDO:0003429	functioning pituitary gland adenoma	DOID:7004	None
MONDO:0009050	Cushing disease due to pituitary adenoma	MONDO:0020528	ACTH-dependent Cushing syndrome	Orphanet:96253	None	MONDO:0017824	familial isolated pituitary adenoma	DOID:7004/inferred	None
MONDO:0009050	Cushing disease due to pituitary adenoma	MONDO:0020528	ACTH-dependent Cushing syndrome	Orphanet:96253	None	MONDO:0017824	familial isolated pituitary adenoma	MONDO:0009050/inferred	None
MONDO:0009050	Cushing disease due to pituitary adenoma	MONDO:0020528	ACTH-dependent Cushing syndrome	Orphanet:96253	None	MONDO:0017824	familial isolated pituitary adenoma	MONDO:Redundant	None
MONDO:0009050	Cushing disease due to pituitary adenoma	MONDO:0020528	ACTH-dependent Cushing syndrome	Orphanet:96253	None	MONDO:0017824	familial isolated pituitary adenoma	OMIM:219090	None
MONDO:0009055	cutis marmorata telangiectatica congenita	MONDO:0016231	capillary malformation	Orphanet:1556	None	MONDO:0019293	skin vascular disease	MESH:C536226	None
MONDO:0009058	cystathioninuria	MONDO:0019222	inborn disorder of methionine cycle and sulfur amino acid metabolism	Orphanet:212	None	MONDO:0004736	inborn disorder of amino acid metabolism	DOID:0090142	None
MONDO:0009058	cystathioninuria	MONDO:0019222	inborn disorder of methionine cycle and sulfur amino acid metabolism	Orphanet:212	None	MONDO:0004736	inborn disorder of amino acid metabolism	MONDO:indirect	None
MONDO:0009061	cystic fibrosis	MONDO:0005087	respiratory system disorder	Orphanet:586	None	MONDO:0006025	autosomal recessive disease	DOID:1485	None
MONDO:0009061	cystic fibrosis	MONDO:0005087	respiratory system disorder	Orphanet:586	None	MONDO:0006025	autosomal recessive disease	MONDO:Redundant	None
MONDO:0009072	Dandy-Walker syndrome	MONDO:0020134	cystic malformation of the posterior fossa	Orphanet:217	None	MONDO:0002427	cerebellar disorder	DOID:2785	None
MONDO:0009072	Dandy-Walker syndrome	MONDO:0020134	cystic malformation of the posterior fossa	Orphanet:217	None	MONDO:0002427	cerebellar disorder	MESH:D003616	None
MONDO:0009092	polycystic lipomembranous osteodysplasia with sclerosing leukoencephaly	MONDO:0019046	leukodystrophy	Orphanet:2770	None	MONDO:0006025	autosomal recessive disease	DOID:0090112	None
MONDO:0009092	polycystic lipomembranous osteodysplasia with sclerosing leukoencephaly	MONDO:0019046	leukodystrophy	Orphanet:2770	None	MONDO:0006025	autosomal recessive disease	MONDO:Redundant	None
MONDO:0009123	orthostatic hypotension 1	MONDO:0017759	disorder of catecholamine synthesis	Orphanet:230	None	MONDO:0020158	eyelids malposition disorder	MONDO:0020169-obsoleted	None
MONDO:0009124	Dubowitz syndrome	MONDO:0019287	ectodermal dysplasia syndrome	Orphanet:235	None	MONDO:0020158	eyelids malposition disorder	MONDO:0020169-obsoleted	None
MONDO:0009139	dyssegmental dysplasia, Rolland-Desbuquois type	MONDO:0016761	spondyloepiphyseal dysplasia	Orphanet:156731	None	MONDO:0019689	perlecan-related bone disorder	PMID:31633310	None
MONDO:0009155	EEM syndrome	MONDO:0020242	hereditary macular dystrophy	Orphanet:1897	None	MONDO:0018454	dysostosis of genetic origin	MONDO:0018455-obsoleted	None
MONDO:0009155	EEM syndrome	MONDO:0020242	hereditary macular dystrophy	Orphanet:1897	None	MONDO:0019287	ectodermal dysplasia syndrome	MESH:C536190	None
MONDO:0009155	EEM syndrome	MONDO:0020242	hereditary macular dystrophy	Orphanet:1897	None	MONDO:0800090	ectrodactyly with and without other manifestations	PMID:31633310	None
MONDO:0009175	eosinophilic fasciitis	MONDO:0020122	acquired idiopathic inflammatory myopathy	Orphanet:3165	None	MONDO:0004830	fasciitis	NCIT:C112116	None
MONDO:0009181	epidermolysis bullosa simplex 5B, with muscular dystrophy	MONDO:0015152	autosomal recessive limb-girdle muscular dystrophy	Orphanet:257	None	MONDO:0002254	syndromic disease	MONDO:cjm	None
MONDO:0009181	epidermolysis bullosa simplex 5B, with muscular dystrophy	MONDO:0015152	autosomal recessive limb-girdle muscular dystrophy	Orphanet:257	None	MONDO:0017610	epidermolysis bullosa simplex	https://orcid.org/0000-0001-5208-3432	None
MONDO:0009194	immunodeficiency 32B	MONDO:0005108	viral infectious disease	Orphanet:2566	None	MONDO:0003847	hereditary disease	OMIM:614894	None
MONDO:0009211	congenital factor VII deficiency	MONDO:0015722	congenital vitamin K-dependent coagulation factors deficiency	Orphanet:327	None	MONDO:0002244	factor VII deficiency	MONDO:cjm	None
MONDO:0009212	congenital factor X deficiency	MONDO:0015722	congenital vitamin K-dependent coagulation factors deficiency	Orphanet:328	None	MONDO:0002247	factor X deficiency	MONDO:cjm	None
MONDO:0009212	congenital factor X deficiency	MONDO:0015722	congenital vitamin K-dependent coagulation factors deficiency	Orphanet:328	None	MONDO:0002247	factor X deficiency	NCIT:C98940	None
MONDO:0009223	hypogonadotropic hypogonadism 23 with or without anosmia	MONDO:0019155	Leydig cell hypoplasia	Orphanet:325448	None	MONDO:0018555	hypogonadotropic hypogonadism	DOID:0090091	None
MONDO:0009223	hypogonadotropic hypogonadism 23 with or without anosmia	MONDO:0019155	Leydig cell hypoplasia	Orphanet:325448	None	MONDO:0018555	hypogonadotropic hypogonadism	MONDO:Redundant	None
MONDO:0009223	hypogonadotropic hypogonadism 23 with or without anosmia	MONDO:0019155	Leydig cell hypoplasia	Orphanet:325448	None	MONDO:0018555	hypogonadotropic hypogonadism	OMIM:228300	None
MONDO:0009249	hereditary fructose intolerance	MONDO:0017689	disorder of fructose metabolism	Orphanet:469	None	MONDO:0800152	disorder of galactose and fructose metabolism	PMID:33340416	None
MONDO:0009252	essential fructosuria	MONDO:0017689	disorder of fructose metabolism	Orphanet:2056	None	MONDO:0800152	disorder of galactose and fructose metabolism	PMID:33340416	None
MONDO:0009258	classic galactosemia	MONDO:0018116	galactosemia	Orphanet:79239	None	MONDO:0800152	disorder of galactose and fructose metabolism	PMID:33340416	None
MONDO:0009258	classic galactosemia	MONDO:0019852	inherited primary ovarian failure	Orphanet:79239	None	MONDO:0800152	disorder of galactose and fructose metabolism	PMID:33340416	None
MONDO:0009265	Gaucher disease type I	MONDO:0020143	cerebral lipidosis with dementia	Orphanet:77259	None	MONDO:0018150	Gaucher disease	DC-OMIM:230800	None
MONDO:0009265	Gaucher disease type I	MONDO:0020143	cerebral lipidosis with dementia	Orphanet:77259	None	MONDO:0018150	Gaucher disease	DOID:0110957	None
MONDO:0009265	Gaucher disease type I	MONDO:0020143	cerebral lipidosis with dementia	Orphanet:77259	None	MONDO:0018374	secondary avascular necrosis	MONDO:0018377-obsoleted	None
MONDO:0009265	Gaucher disease type I	MONDO:0020143	cerebral lipidosis with dementia	Orphanet:77259	None	MONDO:0018384	avascular necrosis of genetic origin	MONDO:0018377-obsoleted	None
MONDO:0009271	geroderma osteodysplastica	MONDO:0100237	inherited cutis laxa	Orphanet:2078	None	MONDO:0800064	osteogenesis imperfecta and a reduction of bone mineral density.	PMID:31633310	None
MONDO:0009279	triple-A syndrome	MONDO:0015129	chronic primary adrenal insufficiency	Orphanet:869	None	MONDO:0006025	autosomal recessive disease	DOID:0050602	None
MONDO:0009279	triple-A syndrome	MONDO:0015129	chronic primary adrenal insufficiency	Orphanet:869	None	MONDO:0006025	autosomal recessive disease	MONDO:Redundant	None
MONDO:0009279	triple-A syndrome	MONDO:0015129	chronic primary adrenal insufficiency	Orphanet:869/inferred	None	MONDO:0006025	autosomal recessive disease	DOID:0050602	None
MONDO:0009279	triple-A syndrome	MONDO:0015129	chronic primary adrenal insufficiency	Orphanet:869/inferred	None	MONDO:0006025	autosomal recessive disease	MONDO:Redundant	None
MONDO:0009279	triple-A syndrome	MONDO:0015129	chronic primary adrenal insufficiency	Orphanet:869	None	MONDO:0020127	hereditary peripheral neuropathy	MONDO:0016132-obsoleted	None
MONDO:0009279	triple-A syndrome	MONDO:0015129	chronic primary adrenal insufficiency	Orphanet:869/inferred	None	MONDO:0020127	hereditary peripheral neuropathy	MONDO:0016132-obsoleted	None
MONDO:0009282	multiple acyl-CoA dehydrogenase deficiency	MONDO:0017714	acyl-CoA dehydrogenase deficiency	Orphanet:26791	None	MONDO:0000129	glutaric aciduria	DC-OMIM:231680	None
MONDO:0009282	multiple acyl-CoA dehydrogenase deficiency	MONDO:0017714	acyl-CoA dehydrogenase deficiency	Orphanet:26791	None	MONDO:0004069	inborn mitochondrial metabolism disorder	https://github.com/monarch-initiative/mondo/issues/1569	None
MONDO:0009290	glycogen storage disease II	MONDO:0017738	lysosomal glycogen storage disease	Orphanet:365	None	MONDO:0002412	disorder of glycogen metabolism	DC-OMIM:232300	None
MONDO:0009290	glycogen storage disease II	MONDO:0017738	lysosomal glycogen storage disease	Orphanet:365	None	MONDO:0002412	disorder of glycogen metabolism	DOID:2752	None
MONDO:0009290	glycogen storage disease II	MONDO:0017738	lysosomal glycogen storage disease	Orphanet:365	None	MONDO:0002412	disorder of glycogen metabolism	DOID:2752/inferred	None
MONDO:0009290	glycogen storage disease II	MONDO:0017738	lysosomal glycogen storage disease	Orphanet:365	None	MONDO:0002412	disorder of glycogen metabolism	MONDO:Redundant	None
MONDO:0009290	glycogen storage disease II	MONDO:0017738	lysosomal glycogen storage disease	Orphanet:365	None	MONDO:0002412	disorder of glycogen metabolism	NCIT:C84734	None
MONDO:0009299	46 XX gonadal dysgenesis	MONDO:0019852	inherited primary ovarian failure	Orphanet:243	None	MONDO:0001967	gonadal dysgenesis	DOID:14450	None
MONDO:0009299	46 XX gonadal dysgenesis	MONDO:0019852	inherited primary ovarian failure	Orphanet:243	None	MONDO:0001967	gonadal dysgenesis	MESH:D023961	None
MONDO:0009299	46 XX gonadal dysgenesis	MONDO:0019852	inherited primary ovarian failure	Orphanet:243	None	MONDO:0001967	gonadal dysgenesis	NCIT:C120197	None
MONDO:0009318	Hallermann-Streiff syndrome	MONDO:0019303	premature aging syndrome	Orphanet:2108	None	MONDO:0800063	primordial dwarfism and slender bone disorder	PMID:31633310	None
MONDO:0009319	pantothenate kinase-associated neurodegeneration	MONDO:0016987	neuroacanthocytosis	Orphanet:157850	None	MONDO:0018307	neurodegeneration with brain iron accumulation	DC-OMIM:234200	None
MONDO:0009319	pantothenate kinase-associated neurodegeneration	MONDO:0016987	neuroacanthocytosis	Orphanet:157850	None	MONDO:0018307	neurodegeneration with brain iron accumulation	DOID:3981	None
MONDO:0009319	pantothenate kinase-associated neurodegeneration	MONDO:0016987	neuroacanthocytosis	Orphanet:157850	None	MONDO:0018307	neurodegeneration with brain iron accumulation	OMIM:234200	None
MONDO:0009330	hemangiopericytoma, malignant	MONDO:0016238	solitary fibrous tumor	Orphanet:2126/btnt	None	MONDO:0005094	hemangiopericytoma	MESH:C562740	None
MONDO:0009330	hemangiopericytoma, malignant	MONDO:0016238	solitary fibrous tumor	Orphanet:2126/btnt	None	MONDO:0005094	hemangiopericytoma	NCIT:C4301	None
MONDO:0009383	transient familial neonatal hyperbilirubinemia	MONDO:0005154	liver disorder	Orphanet:2312	None	MONDO:0002408	hereditary hyperbilirubinemia	DC-OMIM:237900	None
MONDO:0009383	transient familial neonatal hyperbilirubinemia	MONDO:0005154	liver disorder	Orphanet:2312	None	MONDO:0002408	hereditary hyperbilirubinemia	MESH:C562692	None
MONDO:0009383	transient familial neonatal hyperbilirubinemia	MONDO:0005154	liver disorder	Orphanet:2312	None	MONDO:0002408	hereditary hyperbilirubinemia	OMIM:237900	None
MONDO:0009387	familial lipoprotein lipase deficiency	MONDO:0018637	familial chylomicronemia syndrome	Orphanet:309015	None	MONDO:0001336	familial hyperlipidemia	DC-OMIM:238600	None
MONDO:0009387	familial lipoprotein lipase deficiency	MONDO:0018637	familial chylomicronemia syndrome	Orphanet:309015	None	MONDO:0001336	familial hyperlipidemia	DOID:14118	None
MONDO:0009387	familial lipoprotein lipase deficiency	MONDO:0018637	familial chylomicronemia syndrome	Orphanet:309015	None	MONDO:0001336	familial hyperlipidemia	MONDO:indirect	None
MONDO:0009387	familial lipoprotein lipase deficiency	MONDO:0018637	familial chylomicronemia syndrome	Orphanet:309015	None	MONDO:0037748	hyperlipoproteinemia	NCIT:C84771	None
MONDO:0009388	hyperlysinemia	MONDO:0017351	inborn disorder of lysine and hydroxylysine metabolism	Orphanet:2203	None	MONDO:0004736	inborn disorder of amino acid metabolism	DOID:9274	None
MONDO:0009388	hyperlysinemia	MONDO:0017351	inborn disorder of lysine and hydroxylysine metabolism	Orphanet:2203	None	MONDO:0004736	inborn disorder of amino acid metabolism	MONDO:indirect	None
MONDO:0009419	Woodhouse-Sakati syndrome	MONDO:0018307	neurodegeneration with brain iron accumulation	Orphanet:3464	None	MONDO:0015770	congenital hypogonadotropic hypogonadism	MONDO:0015890-obsoleted	None
MONDO:0009419	Woodhouse-Sakati syndrome	MONDO:0018307	neurodegeneration with brain iron accumulation	Orphanet:3464	None	MONDO:0044807	inherited dystonia	MONDO:0018265-obsoleted	None
MONDO:0009458	Schimke immuno-osseous dysplasia	MONDO:0015708	immuno-osseous dysplasia	Orphanet:1830	None	MONDO:0016761	spondyloepiphyseal dysplasia	DOID:0060490	None
MONDO:0009458	Schimke immuno-osseous dysplasia	MONDO:0015708	immuno-osseous dysplasia	Orphanet:1830	None	MONDO:0016761	spondyloepiphyseal dysplasia	PMID:31633310	None
MONDO:0009461	spermatogenic failure 5	MONDO:0018394	male infertility with teratozoospermia due to single gene mutation	Orphanet:137893	None	MONDO:0004983	spermatogenic failure	DC-OMIM:243060	None
MONDO:0009461	spermatogenic failure 5	MONDO:0018394	male infertility with teratozoospermia due to single gene mutation	Orphanet:137893	None	MONDO:0004983	spermatogenic failure	OMIM:243060	None
MONDO:0009490	Papillon-Lefevre disease	MONDO:0015978	functional neutrophil defect	Orphanet:678	None	MONDO:0002635	periodontal disorder	DOID:3389	None
MONDO:0009490	Papillon-Lefevre disease	MONDO:0015978	functional neutrophil defect	Orphanet:678	None	MONDO:0017666	diffuse palmoplantar keratoderma	MONDO:0017671-obsoleted	None
MONDO:0009490	Papillon-Lefevre disease	MONDO:0019287	ectodermal dysplasia syndrome	Orphanet:678	None	MONDO:0002635	periodontal disorder	DOID:3389	None
MONDO:0009490	Papillon-Lefevre disease	MONDO:0019287	ectodermal dysplasia syndrome	Orphanet:678	None	MONDO:0017666	diffuse palmoplantar keratoderma	MONDO:0017671-obsoleted	None
MONDO:0009515	Norum disease	MONDO:0018999	LCAT deficiency	Orphanet:79293	None	MONDO:0001822	hypolipoproteinemia	DOID:1391	None
MONDO:0009529	pyruvate dehydrogenase E3 deficiency	MONDO:0018424	inherited lipoic acid biosynthesis defect	Orphanet:2394	None	MONDO:0009563	maple syrup urine disease	DC-OMIM:246900	None
MONDO:0009529	pyruvate dehydrogenase E3 deficiency	MONDO:0018424	inherited lipoic acid biosynthesis defect	Orphanet:2394	None	MONDO:0009563	maple syrup urine disease	OMIM:246900	None
MONDO:0009529	pyruvate dehydrogenase E3 deficiency	MONDO:0019169	pyruvate dehydrogenase deficiency	Orphanet:2394	None	MONDO:0009563	maple syrup urine disease	DC-OMIM:246900	None
MONDO:0009529	pyruvate dehydrogenase E3 deficiency	MONDO:0019169	pyruvate dehydrogenase deficiency	Orphanet:2394	None	MONDO:0009563	maple syrup urine disease	OMIM:246900	None
MONDO:0009532	Miller-Dieker lissencephaly syndrome	MONDO:0015146	classic lissencephaly	Orphanet:531	None	MONDO:0002254	syndromic disease	DOID:0060469	None
MONDO:0009532	Miller-Dieker lissencephaly syndrome	MONDO:0015146	classic lissencephaly	Orphanet:531	None	MONDO:0002254	syndromic disease	MONDO:Redundant	None
MONDO:0009532	Miller-Dieker lissencephaly syndrome	MONDO:0015146	classic lissencephaly	Orphanet:531	None	MONDO:0002254	syndromic disease	NCIT:C124852	None
MONDO:0009532	Miller-Dieker lissencephaly syndrome	MONDO:0022754	chromosome 17p deletion	Orphanet:531	None	MONDO:0002254	syndromic disease	DOID:0060469	None
MONDO:0009532	Miller-Dieker lissencephaly syndrome	MONDO:0022754	chromosome 17p deletion	Orphanet:531	None	MONDO:0002254	syndromic disease	MONDO:Redundant	None
MONDO:0009532	Miller-Dieker lissencephaly syndrome	MONDO:0022754	chromosome 17p deletion	Orphanet:531	None	MONDO:0002254	syndromic disease	NCIT:C124852	None
MONDO:0009533	Dahlberg-Borer-Newcomer syndrome	MONDO:0019287	ectodermal dysplasia syndrome	Orphanet:1563	None	MONDO:0019520	syndromic lymphedema	MONDO:Redundant	None
MONDO:0009548	renal hypomagnesemia 5 with ocular involvement	MONDO:0017624	familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis	Orphanet:2196	None	MONDO:0020242	hereditary macular dystrophy	MONDO:0020243-obsoleted	None
MONDO:0009548	renal hypomagnesemia 5 with ocular involvement	MONDO:0017624	familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis	Orphanet:2196	None	MONDO:0020242	hereditary macular dystrophy	https://github.com/monarch-initiative/mondo/pull/2571/	None
MONDO:0009550	renal hypomagnesemia 3	MONDO:0017624	familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis	Orphanet:31043	None	MONDO:0001567	nephrocalcinosis	MESH:C537153	None
MONDO:0009550	renal hypomagnesemia 3	MONDO:0017624	familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis	Orphanet:31043	None	MONDO:0006510	renal tubular transport disease	MESH:C537153	None
MONDO:0009563	maple syrup urine disease	MONDO:0019242	inborn disorder of branched-chain amino acid metabolism	Orphanet:511	None	MONDO:0000688	inborn organic aciduria	DOID:9269	None
MONDO:0009564	Marden-Walker syndrome	MONDO:0015168	arthrogryposis multiplex congenita	Orphanet:2461	None	MONDO:0005308	ciliopathy	Wikipedia:Ciliopathy	None
MONDO:0009575	thiamine-responsive megaloblastic anemia syndrome	MONDO:0020112	vitamin B12- and folate-independent constitutional megaloblastic anemia	Orphanet:49827	None	MONDO:0000152	thiamine-responsive dysfunction syndrome	DC-OMIM:249270	None
MONDO:0009575	thiamine-responsive megaloblastic anemia syndrome	MONDO:0020112	vitamin B12- and folate-independent constitutional megaloblastic anemia	Orphanet:49827	None	MONDO:0000152	thiamine-responsive dysfunction syndrome	OMIM:249270	None
MONDO:0009578	neurocutaneous melanocytosis	MONDO:0005073	melanocytic nevus	Orphanet:2481	None	MONDO:0042983	neurocutaneous syndrome	MESH:C537387	None
MONDO:0009578	neurocutaneous melanocytosis	MONDO:0005073	melanocytic nevus	Orphanet:2481	None	MONDO:0042983	neurocutaneous syndrome	MONDO:cjm	None
MONDO:0009595	cartilage-hair hypoplasia	MONDO:0015708	immuno-osseous dysplasia	Orphanet:175	None	MONDO:0006025	autosomal recessive disease	DOID:14773	None
MONDO:0009595	cartilage-hair hypoplasia	MONDO:0015708	immuno-osseous dysplasia	Orphanet:175	None	MONDO:0006025	autosomal recessive disease	MONDO:Redundant	None
MONDO:0009595	cartilage-hair hypoplasia	MONDO:0015708	immuno-osseous dysplasia	Orphanet:175	None	MONDO:0019693	multiple metaphyseal dysplasia	PMID:31633310	None
MONDO:0009595	cartilage-hair hypoplasia	MONDO:0019287	ectodermal dysplasia syndrome	Orphanet:175	None	MONDO:0006025	autosomal recessive disease	DOID:14773	None
MONDO:0009595	cartilage-hair hypoplasia	MONDO:0019287	ectodermal dysplasia syndrome	Orphanet:175	None	MONDO:0006025	autosomal recessive disease	MONDO:Redundant	None
MONDO:0009595	cartilage-hair hypoplasia	MONDO:0019287	ectodermal dysplasia syndrome	Orphanet:175	None	MONDO:0019693	multiple metaphyseal dysplasia	PMID:31633310	None
MONDO:0009624	microcephaly and chorioretinopathy 1	MONDO:0019118	inherited retinal dystrophy	Orphanet:2518	None	MONDO:0000181	microcephaly and chorioretinopathy	DC-OMIM:251270	None
MONDO:0009624	microcephaly and chorioretinopathy 1	MONDO:0019118	inherited retinal dystrophy	Orphanet:2518	None	MONDO:0000181	microcephaly and chorioretinopathy	MONDO:Redundant	None
MONDO:0009624	microcephaly and chorioretinopathy 1	MONDO:0019118	inherited retinal dystrophy	Orphanet:2518	None	MONDO:0000181	microcephaly and chorioretinopathy	OMIM:251270	None
MONDO:0009624	microcephaly and chorioretinopathy 1	MONDO:0019118	inherited retinal dystrophy	Orphanet:2518	None	MONDO:0002254	syndromic disease	DOID:0080105	None
MONDO:0009636	mitochondrial DNA depletion syndrome 3 (hepatocerebral type)	MONDO:0019236	inborn disorder of purine metabolism	Orphanet:279934	None	MONDO:0100512	mitochondrial DNA depletion syndrome, hepatocerebral form	https://orcid.org/0000-0001-5208-3432	None
MONDO:0009642	orofaciodigital syndrome type II	MONDO:0015375	orofaciodigital syndrome	Orphanet:2751	None	MONDO:0019691	short rib dysplasia	PMID:31633310	None
MONDO:0009664	mulibrey nanism	MONDO:0021147	disorder of development or morphogenesis	Orphanet:2576	None	MONDO:0002254	syndromic disease	NCIT:C84906	None
MONDO:0009664	mulibrey nanism	MONDO:0021147	disorder of development or morphogenesis	Orphanet:2576/inferred	None	MONDO:0002254	syndromic disease	NCIT:C84906	None
MONDO:0009664	mulibrey nanism	MONDO:0021147	disorder of development or morphogenesis	Orphanet:2576	None	MONDO:0006025	autosomal recessive disease	DOID:0050436	None
MONDO:0009664	mulibrey nanism	MONDO:0021147	disorder of development or morphogenesis	Orphanet:2576	None	MONDO:0006025	autosomal recessive disease	MONDO:Redundant	None
MONDO:0009664	mulibrey nanism	MONDO:0021147	disorder of development or morphogenesis	Orphanet:2576/inferred	None	MONDO:0006025	autosomal recessive disease	DOID:0050436	None
MONDO:0009664	mulibrey nanism	MONDO:0021147	disorder of development or morphogenesis	Orphanet:2576/inferred	None	MONDO:0006025	autosomal recessive disease	MONDO:Redundant	None
MONDO:0009664	mulibrey nanism	MONDO:0021147	disorder of development or morphogenesis	Orphanet:2576	None	MONDO:0100306	disorder of defective peroxisome oxidative status	https://www.clinicalgenome.org/affiliation/40049/	None
MONDO:0009664	mulibrey nanism	MONDO:0021147	disorder of development or morphogenesis	Orphanet:2576/inferred	None	MONDO:0100306	disorder of defective peroxisome oxidative status	https://www.clinicalgenome.org/affiliation/40049/	None
MONDO:0009676	autosomal recessive limb-girdle muscular dystrophy type 2B	MONDO:0016145	qualitative or quantitative defects of dysferlin	Orphanet:268	None	MONDO:0015152	autosomal recessive limb-girdle muscular dystrophy	DOID:0110276	None
MONDO:0009676	autosomal recessive limb-girdle muscular dystrophy type 2B	MONDO:0016145	qualitative or quantitative defects of dysferlin	Orphanet:268	None	MONDO:0015152	autosomal recessive limb-girdle muscular dystrophy	MONDO:Redundant	None
MONDO:0009676	autosomal recessive limb-girdle muscular dystrophy type 2B	MONDO:0016145	qualitative or quantitative defects of dysferlin	Orphanet:268	None	MONDO:0015152	autosomal recessive limb-girdle muscular dystrophy	OMIM:253601	None
MONDO:0009679	arthrogryposis due to muscular dystrophy	MONDO:0015168	arthrogryposis multiplex congenita	Orphanet:1155	None	MONDO:0019950	congenital muscular dystrophy	DOID:0110631	None
MONDO:0009692	primary myelofibrosis	MONDO:0015610	acquired aplastic anemia	Orphanet:824	None	MONDO:0020076	myeloproliferative neoplasm	EFO:0002430	None
MONDO:0009692	primary myelofibrosis	MONDO:0015610	acquired aplastic anemia	Orphanet:824	None	MONDO:0020076	myeloproliferative neoplasm	NCIT:C2862	None
MONDO:0009692	primary myelofibrosis	MONDO:0015610	acquired aplastic anemia	Orphanet:824	None	MONDO:0020076	myeloproliferative neoplasm	ONCOTREE:PMF	None
MONDO:0009696	juvenile myoclonic epilepsy	MONDO:0017704	familial partial epilepsy	Orphanet:307	None	MONDO:0000415	adolescence-adult electroclinical syndrome	DOID:4890	None
MONDO:0009696	juvenile myoclonic epilepsy	MONDO:0017704	familial partial epilepsy	Orphanet:307	None	MONDO:0005395	movement disorder	MONDO:0017652-obsoleted	None
MONDO:0009696	juvenile myoclonic epilepsy	MONDO:0017704	familial partial epilepsy	Orphanet:307	None	MONDO:0100030	adolescent/adult-onset epilepsy syndrome	https://orcid.org/0000-0001-8486-0558	None
MONDO:0009712	congenital multicore myopathy with external ophthalmoplegia	MONDO:0018948	multiminicore myopathy	Orphanet:98905	None	MONDO:0100150	RYR1-related myopathy	https://clinicalgenome.org/affiliation/40031/	None
